user,day,login_count,after_hours_logins,usb_events,files_accessed,unique_files,websites_visited,unique_domains,wikileaks_visits,job_site_visits,keylogger_downloads,email_count,email_size,attachments,risk_level,triggered_rules,rule_count,rule_score,rank
LQC0479,2010-09-14,6,2,14.0,22.0,22.0,165.0,49.0,1.0,5.0,0.0,15.0,399589.0,0.0,ALERT,Scenario 1: after-hours USB use with WikiLeaks upload; Scenario 2: job search followed by high USB activity; High web and usb activity,3,9,1
HDS0367,2010-11-03,9,4,6.0,0.0,0.0,114.0,42.0,0.0,13.0,0.0,11.0,317186.0,19.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,600
HPH0075,2010-11-03,3,0,16.0,23.0,23.0,180.0,43.0,0.0,12.0,0.0,19.0,577955.0,17.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,601
HSB0196,2010-11-03,2,0,16.0,23.0,23.0,120.0,43.0,0.0,1.0,0.0,11.0,323015.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,602
IBB0359,2010-11-03,14,4,22.0,4.0,4.0,114.0,44.0,0.0,3.0,0.0,11.0,318466.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,603
JDB0169,2010-11-03,2,0,18.0,27.0,27.0,162.0,60.0,0.0,6.0,0.0,14.0,357982.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,604
OBH0499,2010-11-03,3,0,18.0,2.0,2.0,162.0,51.0,0.0,6.0,0.0,15.0,387187.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,605
RNP0211,2010-11-03,3,0,6.0,13.0,13.0,143.0,39.0,0.0,7.0,0.0,14.0,405156.0,17.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,606
SGM0021,2010-11-03,3,0,6.0,9.0,9.0,114.0,44.0,0.0,4.0,0.0,11.0,302867.0,11.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,607
VIA0063,2010-11-03,2,0,18.0,27.0,27.0,143.0,32.0,0.0,1.0,0.0,10.0,285437.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,608
ABC0174,2010-11-04,2,0,6.0,5.0,5.0,164.0,50.0,0.0,1.0,0.0,15.0,370250.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,609
AJF0370,2010-11-04,7,4,20.0,18.0,18.0,114.0,44.0,0.0,7.0,0.0,11.0,312500.0,15.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,610
DIW0118,2010-11-04,3,0,6.0,8.0,8.0,143.0,37.0,0.0,4.0,0.0,14.0,397976.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,611
DLM0051,2010-11-04,3,0,14.0,27.0,27.0,190.0,42.0,0.0,8.0,0.0,18.0,548282.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,612
DRR0162,2010-11-04,2,0,6.0,0.0,0.0,114.0,43.0,0.0,1.0,0.0,11.0,320385.0,12.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,613
HPH0075,2010-11-04,3,0,18.0,16.0,16.0,180.0,53.0,0.0,13.0,0.0,19.0,631091.0,13.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,614
HSB0196,2010-11-04,2,0,18.0,27.0,27.0,120.0,39.0,0.0,1.0,0.0,11.0,338516.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,615
IBB0359,2010-11-04,10,3,24.0,21.0,21.0,114.0,42.0,0.0,6.0,0.0,11.0,285822.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,616
JDB0169,2010-11-04,3,0,12.0,23.0,23.0,162.0,62.0,0.0,5.0,0.0,14.0,426926.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,617
LCB0664,2010-11-04,3,0,18.0,0.0,0.0,135.0,39.0,0.0,9.0,0.0,14.0,398740.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,618
SGM0021,2010-11-04,3,0,6.0,5.0,5.0,114.0,14.0,0.0,6.0,0.0,11.0,336547.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,619
VIA0063,2010-11-04,2,0,16.0,26.0,26.0,143.0,45.0,0.0,12.0,0.0,14.0,429195.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,620
ABC0174,2010-11-05,3,0,8.0,2.0,2.0,169.0,63.0,0.0,2.0,0.0,15.0,452842.0,12.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,621
AJF0370,2010-11-05,11,2,24.0,28.0,28.0,114.0,40.0,0.0,10.0,0.0,11.0,366663.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,622
HPH0075,2010-11-05,2,0,14.0,24.0,24.0,180.0,38.0,0.0,3.0,0.0,19.0,599259.0,10.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,623
HSB0196,2010-11-05,2,0,18.0,23.0,23.0,120.0,40.0,0.0,3.0,0.0,11.0,381145.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,624
IBB0359,2010-11-05,15,4,27.0,25.0,25.0,114.0,36.0,0.0,5.0,0.0,11.0,310089.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,625
IUB0565,2010-11-05,2,0,12.0,4.0,4.0,104.0,37.0,0.0,1.0,0.0,9.0,310458.0,0.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,626
JDB0169,2010-11-05,3,0,14.0,21.0,21.0,162.0,58.0,0.0,1.0,0.0,14.0,454484.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,627
LCB0664,2010-11-05,3,0,18.0,0.0,0.0,135.0,39.0,0.0,8.0,0.0,14.0,450663.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,628
LRR0148,2010-11-05,3,0,6.0,0.0,0.0,143.0,44.0,0.0,1.0,0.0,14.0,421024.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,629
OBH0499,2010-11-05,3,0,18.0,0.0,0.0,162.0,43.0,0.0,9.0,0.0,14.0,416066.0,14.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,630
QRM0739,2010-11-05,2,0,17.0,27.0,27.0,162.0,32.0,0.0,10.0,0.0,15.0,447158.0,8.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,631
RNP0211,2010-11-05,3,0,6.0,13.0,13.0,143.0,47.0,0.0,9.0,0.0,13.0,387840.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,632
SGM0021,2010-11-05,3,0,7.0,6.0,6.0,114.0,35.0,0.0,3.0,0.0,11.0,349622.0,12.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,633
VIA0063,2010-11-05,2,0,16.0,26.0,26.0,143.0,49.0,0.0,3.0,0.0,13.0,350234.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,634
WXH0872,2010-11-05,4,0,6.0,0.0,0.0,162.0,43.0,0.0,2.0,0.0,15.0,449003.0,14.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,635
AJF0370,2010-11-06,5,2,20.0,23.0,23.0,114.0,53.0,0.0,15.0,0.0,11.0,274687.0,0.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,636
OBH0499,2010-11-06,2,0,18.0,0.0,0.0,162.0,61.0,0.0,8.0,0.0,15.0,511111.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,637
DLM0051,2010-11-07,3,0,18.0,27.0,27.0,190.0,50.0,0.0,18.0,0.0,18.0,492807.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,638
HSB0196,2010-11-07,2,0,18.0,24.0,24.0,120.0,37.0,0.0,4.0,0.0,10.0,327647.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,639
ABC0174,2010-11-08,3,0,6.0,0.0,0.0,169.0,43.0,0.0,2.0,0.0,15.0,413924.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,640
AJF0370,2010-11-08,5,2,18.0,23.0,23.0,114.0,51.0,0.0,8.0,0.0,11.0,360028.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,641
AJN0607,2010-11-08,4,0,6.0,0.0,0.0,162.0,53.0,0.0,5.0,0.0,15.0,383369.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,642
CAB0614,2010-11-08,2,0,6.0,9.0,9.0,162.0,57.0,0.0,2.0,0.0,16.0,476500.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,643
CTA0020,2010-11-08,2,0,14.0,2.0,2.0,108.0,36.0,0.0,1.0,0.0,11.0,319109.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,644
DLM0051,2010-11-08,3,0,18.0,27.0,27.0,190.0,51.0,0.0,3.0,0.0,18.0,475804.0,14.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,645
HDS0367,2010-11-08,10,2,12.0,20.0,20.0,114.0,18.0,0.0,2.0,0.0,6.0,190147.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,646
HPH0075,2010-11-08,3,0,16.0,21.0,21.0,180.0,52.0,0.0,3.0,0.0,19.0,531522.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,647
LCB0664,2010-11-08,4,0,17.0,6.0,6.0,135.0,40.0,0.0,4.0,0.0,13.0,481340.0,10.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,648
QRM0739,2010-11-08,2,0,16.0,27.0,27.0,162.0,43.0,0.0,11.0,0.0,16.0,390037.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,649
SGM0021,2010-11-08,2,0,8.0,2.0,2.0,114.0,30.0,0.0,7.0,0.0,11.0,313456.0,14.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,650
VIA0063,2010-11-08,2,0,12.0,27.0,27.0,143.0,45.0,0.0,3.0,0.0,14.0,377864.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,651
AJF0370,2010-11-09,7,4,20.0,21.0,21.0,114.0,58.0,0.0,4.0,0.0,11.0,277197.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,652
AJN0607,2010-11-09,3,0,10.0,7.0,7.0,162.0,47.0,0.0,2.0,0.0,15.0,424419.0,18.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,653
BAL0044,2010-11-09,11,4,8.0,9.0,9.0,120.0,33.0,0.0,1.0,0.0,11.0,351420.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,654
DLM0051,2010-11-09,2,0,18.0,24.0,24.0,190.0,46.0,0.0,16.0,0.0,18.0,557439.0,15.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,655
HPH0075,2010-11-09,3,0,14.0,24.0,24.0,180.0,50.0,0.0,2.0,0.0,19.0,617106.0,8.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,656
HSB0196,2010-11-09,2,0,18.0,27.0,27.0,120.0,35.0,0.0,1.0,0.0,11.0,421583.0,12.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,657
IBB0359,2010-11-09,7,2,22.0,10.0,10.0,114.0,31.0,0.0,1.0,0.0,11.0,342474.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,658
LCB0664,2010-11-09,3,0,16.0,3.0,3.0,135.0,42.0,0.0,7.0,0.0,14.0,449316.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,659
OBH0499,2010-11-09,3,0,18.0,0.0,0.0,162.0,54.0,0.0,2.0,0.0,15.0,472907.0,14.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,660
QRM0739,2010-11-09,2,0,18.0,22.0,22.0,162.0,36.0,0.0,3.0,0.0,16.0,479760.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,661
SGM0021,2010-11-09,3,0,6.0,10.0,10.0,114.0,39.0,0.0,1.0,0.0,11.0,320781.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,662
THR0873,2010-11-09,4,2,16.0,27.0,27.0,170.0,41.0,0.0,1.0,0.0,14.0,402676.0,12.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,663
VIA0063,2010-11-09,2,0,16.0,23.0,23.0,143.0,50.0,0.0,11.0,0.0,14.0,391955.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,664
AJF0370,2010-11-10,7,2,18.0,27.0,27.0,114.0,47.0,0.0,12.0,0.0,11.0,358647.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,665
AJN0607,2010-11-10,5,0,7.0,2.0,2.0,162.0,18.0,0.0,4.0,0.0,15.0,400620.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,666
CTA0020,2010-11-10,4,0,18.0,3.0,3.0,108.0,45.0,0.0,1.0,0.0,11.0,319340.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,667
DLM0051,2010-11-10,3,0,16.0,27.0,27.0,190.0,57.0,0.0,10.0,0.0,18.0,537805.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,668
HDS0367,2010-11-10,11,2,10.0,12.0,12.0,114.0,51.0,0.0,2.0,0.0,11.0,338151.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,669
HPH0075,2010-11-10,2,0,18.0,20.0,20.0,180.0,23.0,0.0,9.0,0.0,13.0,367875.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,670
HSB0196,2010-11-10,2,0,18.0,27.0,27.0,120.0,42.0,0.0,3.0,0.0,11.0,347829.0,13.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,671
IBB0359,2010-11-10,11,2,22.0,4.0,4.0,114.0,35.0,0.0,6.0,0.0,11.0,392918.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,672
JDB0169,2010-11-10,2,0,14.0,18.0,18.0,162.0,52.0,0.0,4.0,0.0,14.0,436087.0,8.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,673
LCB0664,2010-11-10,2,0,16.0,0.0,0.0,135.0,40.0,0.0,6.0,0.0,14.0,400291.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,674
OBH0499,2010-11-10,3,0,18.0,3.0,3.0,162.0,47.0,0.0,3.0,0.0,14.0,413086.0,11.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,675
QRM0739,2010-11-10,2,0,16.0,25.0,25.0,162.0,32.0,0.0,1.0,0.0,16.0,477682.0,14.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,676
SGM0021,2010-11-10,2,0,6.0,4.0,4.0,114.0,22.0,0.0,1.0,0.0,11.0,347845.0,10.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,677
THR0873,2010-11-10,2,0,16.0,27.0,27.0,170.0,59.0,0.0,2.0,0.0,15.0,488167.0,16.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,678
VIA0063,2010-11-10,2,0,16.0,25.0,25.0,143.0,46.0,0.0,6.0,0.0,14.0,460873.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,679
WXH0872,2010-11-10,4,0,6.0,2.0,2.0,162.0,54.0,0.0,3.0,0.0,15.0,451420.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,680
ABC0174,2010-11-11,3,0,6.0,5.0,5.0,170.0,48.0,0.0,1.0,0.0,15.0,450173.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,681
AJH0175,2010-11-11,2,0,6.0,6.0,6.0,153.0,45.0,0.0,5.0,0.0,15.0,371837.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,682
CTA0020,2010-11-11,3,0,16.0,8.0,8.0,108.0,45.0,0.0,1.0,0.0,10.0,321002.0,11.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,683
DIW0118,2010-11-11,3,0,6.0,6.0,6.0,143.0,47.0,0.0,4.0,0.0,14.0,389213.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,684
DLM0051,2010-11-11,3,0,14.0,27.0,27.0,190.0,54.0,0.0,23.0,0.0,18.0,500800.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,685
DRR0162,2010-11-11,2,0,6.0,4.0,4.0,118.0,38.0,0.0,3.0,0.0,11.0,377491.0,11.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,686
HDS0367,2010-11-11,11,5,6.0,12.0,12.0,114.0,24.0,0.0,8.0,0.0,6.0,162140.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,687
HPH0075,2010-11-11,3,0,14.0,27.0,27.0,180.0,49.0,0.0,5.0,0.0,19.0,555209.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,688
HSB0196,2010-11-11,2,0,14.0,22.0,22.0,120.0,39.0,0.0,3.0,0.0,11.0,270831.0,8.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,689
LCB0664,2010-11-11,3,0,18.0,0.0,0.0,135.0,39.0,0.0,1.0,0.0,14.0,423657.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,690
OBH0499,2010-11-11,3,0,18.0,0.0,0.0,162.0,47.0,0.0,2.0,0.0,15.0,495463.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,691
QRM0739,2010-11-11,2,0,16.0,26.0,26.0,162.0,27.0,0.0,3.0,0.0,15.0,392941.0,11.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,692
RNP0211,2010-11-11,3,0,8.0,6.0,6.0,143.0,44.0,0.0,3.0,0.0,14.0,415016.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,693
VIA0063,2010-11-11,2,0,14.0,24.0,24.0,143.0,35.0,0.0,3.0,0.0,13.0,395407.0,0.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,694
AJF0370,2010-11-12,11,6,22.0,21.0,21.0,114.0,50.0,0.0,6.0,0.0,11.0,312242.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,695
AJN0607,2010-11-12,4,0,10.0,0.0,0.0,162.0,46.0,0.0,5.0,0.0,15.0,428225.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,696
DIW0118,2010-11-12,4,0,8.0,5.0,5.0,143.0,51.0,0.0,16.0,0.0,14.0,350554.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,697
DLM0051,2010-11-12,3,0,18.0,23.0,23.0,190.0,60.0,0.0,17.0,0.0,18.0,492959.0,21.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,698
DRR0162,2010-11-12,2,0,6.0,1.0,1.0,119.0,50.0,0.0,9.0,0.0,11.0,288163.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,699
EIS0041,2010-11-12,8,4,12.0,13.0,13.0,114.0,50.0,0.0,3.0,0.0,10.0,277607.0,17.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,700
HDS0367,2010-11-12,6,2,8.0,5.0,5.0,114.0,42.0,0.0,15.0,0.0,11.0,295185.0,15.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,701
HPH0075,2010-11-12,3,0,16.0,23.0,23.0,180.0,31.0,0.0,4.0,0.0,18.0,528988.0,15.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,702
IBB0359,2010-11-12,12,4,26.0,33.0,33.0,114.0,34.0,0.0,2.0,0.0,9.0,273183.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,703
QRM0739,2010-11-12,2,0,17.0,23.0,23.0,162.0,41.0,0.0,5.0,0.0,15.0,567649.0,13.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,704
SBN0866,2010-11-12,2,0,6.0,25.0,25.0,162.0,58.0,0.0,5.0,0.0,15.0,438447.0,10.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,705
SGM0021,2010-11-12,3,0,6.0,10.0,10.0,114.0,37.0,0.0,2.0,0.0,11.0,382294.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,706
DLM0051,2010-11-13,4,0,18.0,27.0,27.0,190.0,40.0,0.0,20.0,0.0,18.0,561874.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,707
HPH0075,2010-11-13,3,0,14.0,20.0,20.0,180.0,16.0,0.0,13.0,0.0,19.0,583557.0,10.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,708
HSB0196,2010-11-13,2,0,18.0,22.0,22.0,120.0,38.0,0.0,4.0,0.0,11.0,316972.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,709
DLM0051,2010-11-14,4,0,16.0,27.0,27.0,190.0,50.0,0.0,28.0,0.0,18.0,509192.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,710
OBH0499,2010-11-14,3,0,18.0,0.0,0.0,162.0,49.0,0.0,10.0,0.0,15.0,451233.0,10.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,711
ABC0174,2010-11-15,3,0,6.0,2.0,2.0,168.0,54.0,0.0,2.0,0.0,17.0,455187.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,712
AJF0370,2010-11-15,13,4,28.0,41.0,41.0,114.0,32.0,0.0,7.0,0.0,4.0,129257.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,713
AJN0607,2010-11-15,3,0,8.0,3.0,3.0,162.0,35.0,0.0,7.0,0.0,15.0,421689.0,19.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,714
BAL0044,2010-11-15,11,0,8.0,9.0,9.0,120.0,43.0,0.0,1.0,0.0,11.0,354600.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,715
DLM0051,2010-11-15,3,0,16.0,24.0,24.0,190.0,36.0,0.0,20.0,0.0,18.0,557945.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,716
HDS0367,2010-11-15,13,6,12.0,23.0,23.0,114.0,47.0,0.0,6.0,0.0,11.0,348549.0,9.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,717
HPH0075,2010-11-15,2,0,18.0,19.0,19.0,180.0,54.0,0.0,6.0,0.0,19.0,574513.0,13.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,718
IBB0359,2010-11-15,10,2,22.0,6.0,6.0,114.0,51.0,0.0,7.0,0.0,11.0,340189.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,719
JDB0169,2010-11-15,2,0,16.0,22.0,22.0,162.0,52.0,0.0,13.0,0.0,14.0,469015.0,0.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,720
LCB0664,2010-11-15,2,0,18.0,0.0,0.0,135.0,46.0,0.0,10.0,0.0,14.0,360076.0,18.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,721
OBH0499,2010-11-15,2,0,18.0,4.0,4.0,162.0,49.0,0.0,4.0,0.0,15.0,489969.0,15.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,722
QRM0739,2010-11-15,2,0,16.0,22.0,22.0,162.0,29.0,0.0,6.0,0.0,16.0,500385.0,11.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,723
RNP0211,2010-11-15,3,0,6.0,8.0,8.0,143.0,42.0,0.0,3.0,0.0,14.0,386616.0,5.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,724
SGM0021,2010-11-15,2,0,6.0,9.0,9.0,114.0,44.0,0.0,4.0,0.0,11.0,331741.0,6.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,725
THR0873,2010-11-15,2,0,16.0,26.0,26.0,170.0,57.0,0.0,1.0,0.0,15.0,445521.0,3.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,726
VIA0063,2010-11-15,2,0,15.0,27.0,27.0,143.0,42.0,0.0,13.0,0.0,14.0,431072.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,727
DIW0118,2010-11-16,3,0,6.0,1.0,1.0,143.0,47.0,0.0,9.0,0.0,14.0,389710.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,728
DLM0051,2010-11-16,5,0,18.0,27.0,27.0,190.0,53.0,0.0,30.0,0.0,18.0,572968.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,729
DRR0162,2010-11-16,2,0,6.0,0.0,0.0,124.0,35.0,0.0,2.0,0.0,13.0,372392.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,730
HDS0367,2010-11-16,13,2,10.0,3.0,3.0,114.0,36.0,0.0,6.0,0.0,11.0,335135.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,731
HJB0742,2010-11-16,4,1,6.0,3.0,3.0,170.0,44.0,0.0,6.0,0.0,15.0,422267.0,8.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,732
HPH0075,2010-11-16,2,0,14.0,15.0,15.0,180.0,32.0,0.0,11.0,0.0,19.0,550416.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,733
HSB0196,2010-11-16,2,0,14.0,24.0,24.0,120.0,35.0,0.0,2.0,0.0,11.0,285449.0,1.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,734
IBB0359,2010-11-16,6,2,20.0,3.0,3.0,114.0,18.0,0.0,3.0,0.0,11.0,330881.0,10.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,735
LCB0664,2010-11-16,4,0,18.0,0.0,0.0,135.0,43.0,0.0,7.0,0.0,14.0,382532.0,7.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,736
OBH0499,2010-11-16,3,0,18.0,0.0,0.0,162.0,56.0,0.0,4.0,0.0,15.0,459200.0,4.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,737
SBN0866,2010-11-16,2,0,6.0,15.0,15.0,162.0,52.0,0.0,4.0,0.0,14.0,416660.0,2.0,ALERT,Scenario 2: job search followed by high USB activity; High web and usb activity,2,5,738
